formatted_date,date,high,low,open,close,volume,adjclose
2025-04-08,1744119000,524.97998046875,489.1600036621094,521.8599853515625,496.4800109863281,165816600,492.1936340332031
2025-04-09,1744205400,548.6199951171875,493.04998779296875,493.44000244140625,548.6199951171875,241867300,543.8834838867188
2025-04-10,1744291800,533.5,509.32000732421875,532.1699829101562,524.5800170898438,162331200,520.0510864257812
2025-04-11,1744378200,536.4299926757812,520.0700073242188,523.010009765625,533.9400024414062,97866300,529.3302001953125
2025-04-14,1744637400,544.280029296875,533.8599853515625,544.0499877929688,539.1199951171875,68034000,534.4654541015625
2025-04-15,1744723800,543.22998046875,536.8099975585938,539.6699829101562,537.6099853515625,56892900,532.9684448242188
2025-04-16,1744810200,537.8900146484375,520.2899780273438,531.6799926757812,525.6599731445312,83484800,521.1217041015625
2025-04-17,1744896600,531.1699829101562,523.9099731445312,527.6400146484375,526.4099731445312,79868100,521.8651733398438
2025-04-21,1745242200,521.7000122070312,508.4599914550781,521.1599731445312,513.8800048828125,69368100,509.443359375
2025-04-22,1745328600,529.2999877929688,519.1900024414062,520.1400146484375,527.25,75948100,522.697998046875
2025-04-23,1745415000,545.4299926757812,533.8800048828125,540.4299926757812,535.4199829101562,90590700,530.79736328125
2025-04-24,1745501400,547.4299926757812,535.4500122070312,536.719970703125,546.6900024414062,64150400,541.9701538085938
2025-04-25,1745587800,551.0499877929688,543.6900024414062,546.6500244140625,550.6400146484375,61119600,545.885986328125
2025-04-28,1745847000,553.5499877929688,545.02001953125,551.3900146484375,550.8499755859375,47613800,546.0941772460938
2025-04-29,1745933400,555.4500122070312,548.5499877929688,548.9099731445312,554.3200073242188,47775100,549.5341796875
2025-04-30,1746019800,556.52001953125,541.52001953125,547.5700073242188,554.5399780273438,93101500,549.7523803710938
2025-05-01,1746106200,564.0700073242188,557.8599853515625,560.3699951171875,558.469970703125,63186100,553.6483764648438
2025-05-02,1746192600,568.3800048828125,562.3800048828125,564.72998046875,566.760009765625,60717300,561.8668212890625
2025-05-05,1746451800,566.6500244140625,561.7000122070312,562.5700073242188,563.510009765625,38659200,558.6448974609375
2025-05-06,1746538200,563.3499755859375,556.9600219726562,557.9299926757812,558.7999877929688,48264700,553.9755249023438
2025-05-07,1746624600,563.8200073242188,556.0399780273438,560.1500244140625,561.1500244140625,55588000,556.3052978515625
2025-05-08,1746711000,570.3099975585938,561.7000122070312,565.239990234375,565.0599975585938,65130800,560.1815185546875
2025-05-09,1746797400,567.5,562.760009765625,566.47998046875,564.3400268554688,37603400,559.4677734375
2025-05-12,1747056600,583.0,577.0399780273438,581.469970703125,582.989990234375,78993600,577.9567260742188
2025-05-13,1747143000,589.0800170898438,582.8400268554688,583.4099731445312,586.8400268554688,67947200,581.7734985351562
2025-05-14,1747229400,588.97998046875,585.5399780273438,587.8099975585938,587.5900268554688,66283500,582.5170288085938
2025-05-15,1747315800,590.969970703125,585.0999755859375,585.5599975585938,590.4600219726562,71268100,585.3622436523438
2025-05-16,1747402200,594.5,589.280029296875,591.25,594.2000122070312,76052100,589.0699462890625
2025-05-19,1747661400,595.5399780273438,588.0999755859375,588.0999755859375,594.8499755859375,68168500,589.7142944335938
2025-05-20,1747747800,594.0499877929688,589.5999755859375,593.0900268554688,592.8499755859375,60614500,587.7315673828125
2025-05-21,1747834200,592.5800170898438,581.8200073242188,588.4400024414062,582.8599853515625,95197700,577.827880859375
2025-05-22,1747920600,586.6199951171875,581.4099731445312,582.6599731445312,583.0900268554688,70860400,578.0558471679688
2025-05-23,1748007000,581.8099975585938,575.5999755859375,575.97998046875,579.1099853515625,76029000,574.1102294921875
2025-05-27,1748352600,591.3099975585938,578.4299926757812,586.0700073242188,591.1500244140625,72588500,586.0463256835938
2025-05-28,1748439000,592.77001953125,586.989990234375,591.5599975585938,587.72998046875,68445500,582.65576171875
2025-05-29,1748525400,593.2000122070312,586.0700073242188,593.0599975585938,590.0499877929688,69973300,584.9557495117188
2025-05-30,1748611800,591.1300048828125,583.239990234375,588.9299926757812,589.3900146484375,90601200,584.3014526367188
2025-06-02,1748871000,592.7899780273438,585.0599975585938,587.760009765625,592.7100219726562,61630500,587.5928344726562
2025-06-03,1748957400,597.0800170898438,591.8499755859375,592.3400268554688,596.0900268554688,63606200,590.9436645507812
2025-06-04,1749043800,597.9500122070312,595.489990234375,596.9600219726562,595.9299926757812,57314200,590.7849731445312
2025-06-05,1749130200,599.0,591.0499877929688,597.6300048828125,593.0499877929688,92278700,587.9298095703125
2025-06-06,1749216600,600.8300170898438,596.8599853515625,598.6599731445312,599.1400146484375,66588700,593.96728515625
2025-06-09,1749475800,601.25,598.489990234375,599.719970703125,599.6799926757812,53016400,594.5026245117188
2025-06-10,1749562200,603.469970703125,599.0900268554688,600.219970703125,603.0800170898438,66247000,597.873291015625
2025-06-11,1749648600,605.0599975585938,599.27001953125,604.1900024414062,601.3599853515625,73658200,596.1681518554688
2025-06-12,1749735000,603.75,599.52001953125,600.010009765625,603.75,64129000,598.5374755859375
2025-06-13,1749821400,601.8499755859375,595.47998046875,598.5,597.0,89506000,591.8457641601562
2025-06-16,1750080600,604.4500122070312,600.219970703125,600.4000244140625,602.6799926757812,79984100,597.4766845703125
2025-06-17,1750167000,601.75,596.760009765625,600.2100219726562,597.530029296875,82209400,592.3711547851562
2025-06-18,1750253400,601.219970703125,596.469970703125,598.4400024414062,597.4400024414062,76605000,592.281982421875
2025-06-20,1750426200,599.4600219726562,592.8599853515625,598.3800048828125,594.280029296875,94051400,590.8909301757812
2025-06-23,1750685400,600.5399780273438,591.8900146484375,595.0399780273438,600.1500244140625,87426000,596.7274780273438
2025-06-24,1750771800,607.8499755859375,603.4099731445312,604.3300170898438,606.780029296875,67735300,603.3196411132812
2025-06-25,1750858200,608.6099853515625,605.5399780273438,607.9099731445312,607.1199951171875,62114800,603.65771484375
2025-06-26,1750944600,612.3099975585938,608.3699951171875,608.989990234375,611.8699951171875,78548400,608.380615234375
2025-06-27,1751031000,616.3900146484375,610.8300170898438,612.8800048828125,614.9099731445312,86258400,611.4032592773438
2025-06-30,1751290200,619.219970703125,615.0399780273438,617.3800048828125,617.8499755859375,92502500,614.3265380859375
2025-07-01,1751376600,618.8300170898438,615.52001953125,616.3599853515625,617.6500244140625,70030100,614.127685546875
2025-07-02,1751463000,620.489990234375,616.6099853515625,617.239990234375,620.4500122070312,66510400,616.9116821289062
2025-07-03,1751549400,626.280029296875,622.4299926757812,622.4500122070312,625.3400268554688,51065800,621.7738037109375
2025-07-07,1751895000,624.030029296875,617.8699951171875,623.3599853515625,620.6799926757812,74814500,617.140380859375
2025-07-08,1751981400,622.1099853515625,619.52001953125,621.3499755859375,620.3400268554688,59024600,616.8023681640625
2025-07-09,1752067800,624.719970703125,620.9099731445312,622.77001953125,624.0599975585938,66113300,620.5010986328125
2025-07-10,1752154200,626.8699951171875,623.010009765625,624.2000122070312,625.8200073242188,57529000,622.2510986328125
2025-07-11,1752240600,624.8599853515625,621.530029296875,622.739990234375,623.6199951171875,63670200,620.0635986328125
2025-07-14,1752499800,625.1599731445312,621.7999877929688,623.1599731445312,624.8099975585938,51898500,621.2467651367188
2025-07-15,1752586200,627.8599853515625,622.0599975585938,627.52001953125,622.1400146484375,74317300,618.592041015625
2025-07-16,1752672600,624.72998046875,618.0499877929688,623.739990234375,624.219970703125,88987500,620.66015625
2025-07-17,1752759000,628.4000244140625,624.1799926757812,624.4000244140625,628.0399780273438,68885700,624.4583740234375
2025-07-18,1752845400,629.469970703125,626.4600219726562,629.2999877929688,627.5800170898438,65621600,624.0010375976562
2025-07-21,1753104600,631.5399780273438,628.3400268554688,628.77001953125,628.77001953125,63375000,625.1842651367188
2025-07-22,1753191000,629.72998046875,626.1900024414062,629.0999755859375,628.8599853515625,60046300,625.2737426757812
2025-07-23,1753277400,634.2100219726562,629.72998046875,631.5499877929688,634.2100219726562,70511000,630.59326171875
2025-07-24,1753363800,636.1500244140625,633.989990234375,634.5999755859375,634.4199829101562,71307100,630.802001953125
2025-07-25,1753450200,637.5800170898438,634.8400268554688,635.0900268554688,637.0999755859375,56865400,633.4667358398438
2025-07-28,1753709400,638.0399780273438,635.5399780273438,637.47998046875,636.9400024414062,54917100,633.3076782226562
2025-07-29,1753795800,638.6699829101562,634.3400268554688,638.3499755859375,635.260009765625,60556300,631.63720703125
2025-07-30,1753882200,637.6799926757812,631.5399780273438,635.9199829101562,634.4600219726562,80418900,630.841796875
2025-07-31,1753968600,639.8499755859375,630.77001953125,639.4600219726562,632.0800170898438,103385200,628.4754028320312
2025-08-01,1754055000,626.3400268554688,619.2899780273438,626.2999877929688,621.719970703125,140103600,618.1743774414062
2025-08-04,1754314200,631.219970703125,625.5800170898438,625.6699829101562,631.1699829101562,73218000,627.5704956054688
2025-08-05,1754400600,632.6099853515625,627.0399780273438,631.7899780273438,627.969970703125,68051400,624.3887329101562
2025-08-06,1754487000,633.4400024414062,628.1300048828125,629.0499877929688,632.780029296875,64357500,629.17138671875
2025-08-07,1754573400,636.97998046875,629.1099853515625,636.239990234375,632.25,74205800,628.6443481445312
2025-08-08,1754659800,637.6500244140625,633.739990234375,634.0599975585938,637.1799926757812,64051600,633.5462646484375
2025-08-11,1754919000,638.9500122070312,634.6599731445312,637.4600219726562,635.9199829101562,58742300,632.29345703125
2025-08-12,1755005400,642.8499755859375,636.7899780273438,638.2899780273438,642.6900024414062,64730800,639.02490234375
2025-08-13,1755091800,646.1900024414062,642.6799926757812,644.9099731445312,644.8900146484375,60092800,641.2123413085938
2025-08-14,1755178200,645.6199951171875,642.3400268554688,642.7899780273438,644.9500122070312,59327500,641.27197265625
2025-08-15,1755264600,646.0900268554688,642.52001953125,645.989990234375,643.4400024414062,68592500,639.7706298828125
2025-08-18,1755523800,644.0,642.1799926757812,642.8599853515625,643.2999877929688,43804900,639.63134765625
2025-08-19,1755610200,644.1099853515625,638.47998046875,643.1199951171875,639.8099975585938,69750700,636.1612548828125
2025-08-20,1755696600,639.6599731445312,632.9500122070312,639.4000244140625,638.1099853515625,88890300,634.470947265625
2025-08-21,1755783000,637.969970703125,633.8099975585938,636.280029296875,635.5499877929688,54805800,631.925537109375
2025-08-22,1755869400,646.5,637.25,637.760009765625,645.3099975585938,84083200,641.6299438476562
2025-08-25,1756128600,645.2899780273438,642.3499755859375,644.0399780273438,642.469970703125,51274300,638.8060302734375
2025-08-26,1756215000,645.510009765625,641.5700073242188,642.2000122070312,645.1599731445312,51581600,641.4807739257812
2025-08-27,1756301400,647.3699951171875,644.4199829101562,644.5700073242188,646.6300048828125,48341100,642.9423828125
2025-08-28,1756387800,649.47998046875,645.3400268554688,647.239990234375,648.9199829101562,61519500,645.2192993164062
2025-08-29,1756474200,647.8400268554688,643.1400146484375,647.469970703125,645.0499877929688,74522200,641.3713989257812
2025-09-02,1756819800,640.489990234375,634.9199829101562,637.5,640.27001953125,81983500,636.61865234375
2025-09-03,1756906200,644.2100219726562,640.4600219726562,642.6699829101562,643.739990234375,70820900,640.06884765625
2025-09-04,1756992600,649.1500244140625,643.510009765625,644.4199829101562,649.1199951171875,65219200,645.4181518554688
2025-09-05,1757079000,652.2100219726562,643.3300170898438,651.47998046875,647.239990234375,85178900,643.5488891601562
2025-09-08,1757338200,649.8400268554688,647.22998046875,648.6199951171875,648.8300170898438,63133100,645.1298217773438
2025-09-09,1757424600,650.8599853515625,647.219970703125,648.969970703125,650.3300170898438,66133900,646.6212768554688
2025-09-10,1757511000,654.5499877929688,650.6300048828125,653.6199951171875,652.2100219726562,78034500,648.4906005859375
2025-09-11,1757597400,658.3300170898438,653.5900268554688,654.1799926757812,657.6300048828125,69934400,653.8796997070312
2025-09-12,1757683800,659.1099853515625,656.9000244140625,657.5999755859375,657.4099731445312,72780100,653.660888671875
2025-09-15,1757943000,661.0399780273438,659.3400268554688,659.6400146484375,660.9099731445312,63772400,657.1409301757812
2025-09-16,1758029400,661.780029296875,659.2100219726562,661.469970703125,660.0,61169000,656.2361450195312
2025-09-17,1758115800,661.719970703125,654.2999877929688,660.010009765625,659.1799926757812,101952200,655.4208374023438
2025-09-18,1758202200,664.8900146484375,660.27001953125,661.8900146484375,662.260009765625,90459200,658.4832763671875
2025-09-19,1758288600,664.5499877929688,660.3699951171875,662.3300170898438,663.7000122070312,97945600,661.74462890625
2025-09-22,1758547800,667.2899780273438,662.1699829101562,662.2000122070312,666.8400268554688,69452200,664.8753662109375
2025-09-23,1758634200,667.3400268554688,661.97998046875,666.719970703125,663.2100219726562,81708900,661.256103515625
2025-09-24,1758720600,664.6099853515625,659.6699829101562,664.510009765625,661.0999755859375,68082200,659.1522216796875
2025-09-25,1758807000,659.4099731445312,654.4099731445312,657.9400024414062,658.0499877929688,89622100,656.1112670898438
2025-09-26,1758893400,662.3699951171875,657.8800048828125,659.510009765625,661.8200073242188,69179200,659.8701782226562
2025-09-29,1759152600,665.280029296875,661.8599853515625,664.3599853515625,663.6799926757812,73499000,661.7246704101562
2025-09-30,1759239000,666.6500244140625,661.6099853515625,662.9299926757812,666.1799926757812,86288000,664.21728515625
2025-10-01,1759325400,669.3699951171875,663.0599975585938,663.1699829101562,668.4500122070312,72545400,666.4806518554688
2025-10-02,1759411800,670.5700073242188,666.780029296875,670.4500122070312,669.219970703125,56896000,667.248291015625
2025-10-03,1759498200,672.6799926757812,668.1599731445312,669.989990234375,669.2100219726562,70494400,667.2384033203125
2025-10-06,1759757400,672.510009765625,669.4600219726562,671.6199951171875,671.6099853515625,54623300,669.6312866210938
2025-10-07,1759843800,672.989990234375,667.6699829101562,672.5399780273438,669.1199951171875,72020100,667.1486206054688
2025-10-08,1759930200,673.2100219726562,669.4199829101562,670.25,673.1099853515625,60702200,671.1268920898438
2025-10-09,1760016600,673.9400024414062,669.2100219726562,673.530029296875,671.1599731445312,66501900,669.1826171875
2025-10-10,1760103000,673.9500122070312,652.8400268554688,672.1300048828125,653.02001953125,159422600,651.0960693359375
2025-10-13,1760362200,665.1300048828125,659.77001953125,660.6500244140625,663.0399780273438,79560500,661.0865478515625
2025-10-14,1760448600,665.8300170898438,653.1699829101562,657.1699829101562,662.22998046875,88779600,660.2789306640625
2025-10-15,1760535000,670.22998046875,658.9299926757812,666.8200073242188,665.1699829101562,81702600,663.2102661132812
2025-10-16,1760621400,668.7100219726562,657.1099853515625,666.8200073242188,660.6400146484375,110563300,658.6936645507812
2025-10-17,1760707800,665.760009765625,658.1400146484375,659.5,664.3900146484375,96500900,662.4326171875
2025-10-20,1760967000,672.2100219726562,667.27001953125,667.3200073242188,671.2999877929688,60493400,669.3222045898438
2025-10-21,1761053400,672.989990234375,669.97998046875,671.4400024414062,671.2899780273438,56249000,669.3121948242188
2025-10-22,1761139800,672.0,663.2999877929688,672.0,667.7999877929688,80564000,665.83251953125
2025-10-23,1761226200,672.7100219726562,667.7999877929688,668.1199951171875,671.760009765625,65604500,669.7808837890625
2025-10-24,1761312600,678.469970703125,675.6500244140625,676.4600219726562,677.25,74356500,675.2546997070312
2025-10-27,1761571800,685.5399780273438,682.1199951171875,682.72998046875,685.239990234375,63339800,683.2211303710938
2025-10-28,1761658200,688.9099731445312,684.8300170898438,687.0499877929688,687.0599975585938,61738100,685.0357666015625
2025-10-29,1761744600,689.7000122070312,682.8699951171875,688.719970703125,687.3900146484375,85657100,685.3648071289062
2025-10-30,1761831000,685.9400024414062,679.8300170898438,683.9000244140625,679.8300170898438,76335800,677.8270874023438
2025-10-31,1761917400,685.0800170898438,679.239990234375,685.0399780273438,682.0599975585938,87164100,680.050537109375
2025-11-03,1762180200,685.7999877929688,679.9400024414062,685.6699829101562,683.3400268554688,57315000,681.3267822265625
2025-11-04,1762266600,679.9600219726562,674.5800170898438,676.1099853515625,675.239990234375,78427000,673.2506103515625
2025-11-05,1762353000,680.8599853515625,674.1699829101562,674.97998046875,677.5800170898438,74402400,675.583740234375
2025-11-06,1762439400,677.3800048828125,668.719970703125,676.469970703125,670.3099975585938,85035300,668.3351440429688
2025-11-07,1762525800,671.0800170898438,661.2100219726562,667.9099731445312,670.969970703125,100592400,668.9931640625
2025-11-10,1762785000,682.1799926757812,675.030029296875,677.239990234375,681.4400024414062,75842900,679.432373046875
2025-11-11,1762871400,683.5700073242188,678.72998046875,679.9500122070312,683.0,58953400,680.9877319335938
2025-11-12,1762957800,684.9600219726562,680.9500122070312,684.7899780273438,683.3800048828125,62312500,681.3666381835938
2025-11-13,1763044200,680.8599853515625,670.52001953125,680.5,672.0399780273438,103457800,670.0599975585938
2025-11-14,1763130600,675.6599731445312,663.27001953125,665.3800048828125,671.9299926757812,96846700,669.9503784179688
2025-11-17,1763389800,673.7100219726562,662.1699829101562,669.7000122070312,665.6699829101562,90456100,663.7088012695312
2025-11-18,1763476200,665.1199951171875,655.8599853515625,662.0999755859375,660.0800170898438,114467500,658.1353149414062
2025-11-19,1763562600,667.3400268554688,658.75,660.780029296875,662.6300048828125,94703000,660.6777954101562
2025-11-20,1763649000,675.5599975585938,651.8900146484375,672.9099731445312,652.530029296875,165293500,650.6075439453125
2025-11-21,1763735400,664.5499877929688,650.8499755859375,655.0499877929688,659.030029296875,123956200,657.08837890625
2025-11-24,1763994600,670.0599975585938,661.5900268554688,662.6900024414062,668.72998046875,80437900,666.759765625
2025-11-25,1764081000,676.2100219726562,664.47998046875,668.6300048828125,675.02001953125,81077100,673.03125
2025-11-26,1764167400,681.7000122070312,676.719970703125,677.6300048828125,679.6799926757812,71879600,677.6775512695312
2025-11-28,1764340200,683.6699829101562,680.5,680.8599853515625,683.3900146484375,49212000,681.3765869140625
2025-12-01,1764599400,682.989990234375,678.739990234375,678.8099975585938,680.27001953125,61201200,678.2658081054688
2025-12-02,1764685800,683.8200073242188,679.3300170898438,681.9199829101562,681.530029296875,62953800,679.5220947265625
2025-12-03,1764772200,684.9099731445312,679.6900024414062,680.5700073242188,683.8900146484375,57238500,681.8751220703125
2025-12-04,1764858600,685.3699951171875,681.3400268554688,685.2999877929688,684.3900146484375,61970300,682.3736572265625
2025-12-05,1764945000,688.3900146484375,684.5800170898438,685.469970703125,685.6900024414062,79241000,683.6697998046875
2025-12-08,1765204200,686.6400146484375,681.5700073242188,686.5900268554688,683.6300048828125,55231500,681.6159057617188
2025-12-09,1765290600,685.3900146484375,682.5900268554688,683.1500244140625,683.0399780273438,58310100,681.027587890625
2025-12-10,1765377000,688.969970703125,681.3099975585938,682.5599975585938,687.5700073242188,85671300,685.5443115234375
2025-12-11,1765463400,689.25,682.1699829101562,685.1400146484375,689.1699829101562,86173700,687.1395263671875
2025-12-12,1765549800,688.8800048828125,679.1699829101562,688.1699829101562,681.760009765625,113160300,679.7514038085938
2025-12-15,1765809000,685.760009765625,679.25,685.739990234375,680.72998046875,90811000,678.7244262695312
2025-12-16,1765895400,681.0800170898438,674.97998046875,679.22998046875,678.8699951171875,122030600,676.8699340820312
2025-12-17,1765981800,680.4400024414062,671.2000122070312,679.8900146484375,671.4000244140625,110625200,669.4219360351562
2025-12-18,1766068200,680.739990234375,674.9000244140625,677.5999755859375,676.469970703125,108650100,674.4769287109375
2025-12-19,1766154600,681.0900268554688,676.469970703125,676.5900268554688,680.5900268554688,103599500,680.5900268554688
2025-12-22,1766413800,685.3599853515625,680.5900268554688,683.9400024414062,684.8300170898438,69556700,684.8300170898438
2025-12-23,1766500200,688.2000122070312,683.8699951171875,683.9199829101562,687.9600219726562,64840000,687.9600219726562
2025-12-24,1766586600,690.8300170898438,687.7999877929688,687.9500122070312,690.3800048828125,39445600,690.3800048828125
2025-12-26,1766759400,691.6599731445312,689.27001953125,690.6400146484375,690.3099975585938,41613300,690.3099975585938
2025-12-29,1767018600,689.2000122070312,686.0700073242188,687.5399780273438,687.8499755859375,62559500,687.8499755859375
2025-12-30,1767105000,688.5599975585938,686.5800170898438,687.4500122070312,687.010009765625,47160700,687.010009765625
2025-12-31,1767191400,687.3599853515625,681.7100219726562,687.1400146484375,681.9199829101562,74144800,681.9199829101562
